Age,Gender,Marital_Status,Attrition,Attrition_Flag,Business_Travel,Department,Education_Level,Education_Field,Daily_Rate,Hourly_Rate,Monthly_Income,Monthly_Rate,Percent_Salary_Hike,Stock_Option_Level,Job_Role,Job_Level,Job_Involvement,Overtime,Environment_Satisfaction,Job_Satisfaction,Relationship_Satisfaction,Work_Life_Balance,Performance_Rating,Total_Working_Years,Num_Companies_Worked,Training_Times_Last_Year,Years_At_Company,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Current_Manager,Distance_From_Home,Age_Group,Income_Bracket,Tenure_Group
34,Male,Single,Yes,1,Travel_Frequently,"Research & Development",Bachelor,"Life Sciences",658,66,6074,22887,24,0,"Laboratory Technician",2,Low,Yes,Low,High,"Very High",Better,Outstanding,9,1,3,9,7,0,6,7,"Early Career","Mid Income",Experienced
54,Female,Single,No,0,Non-Travel,"Human Resources",Bachelor,"Human Resources",142,30,17328,13871,12,0,Manager,4,"Very High",Yes,"Very High","Very High",High,Better,Excellent,23,2,3,5,3,4,4,26,"Senior Employee","High Income","Early Tenure"
24,Male,Married,No,0,Travel_Rarely,"Research & Development","Below College","Life Sciences",1127,52,2774,13257,12,1,"Laboratory Technician",1,High,No,Medium,High,High,Better,Excellent,6,0,2,5,3,1,2,18,"Young Adult","Low Income","Early Tenure"
34,Female,Divorced,No,0,Travel_Rarely,"Research & Development",Master,"Life Sciences",1031,45,4505,15000,15,1,"Research Scientist",2,Medium,No,High,Medium,High,Better,Excellent,12,6,3,1,0,0,0,6,"Early Career","Mid Income","New Employee"
37,Male,Single,No,0,Travel_Rarely,Sales,Bachelor,"Life Sciences",1189,87,7428,14506,12,0,"Sales Executive",3,High,No,High,"Very High",Low,Better,Excellent,12,2,3,5,3,1,3,3,"Mid Career","High Income","Early Tenure"
34,Female,Single,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,1354,45,11631,5615,12,0,Manager,3,Medium,No,High,Low,"Very High",Better,Excellent,14,2,6,11,10,5,8,5,"Early Career","High Income",Veteran
36,Female,Married,No,0,Travel_Frequently,Sales,College,"Technical Degree",1467,92,9738,22952,14,1,"Sales Executive",3,High,No,Medium,"Very High",High,Better,Excellent,10,0,6,9,7,2,8,11,"Mid Career","High Income",Experienced
36,Female,Divorced,No,0,Travel_Rarely,"Research & Development",College,"Life Sciences",922,39,2835,2561,22,1,"Laboratory Technician",1,High,No,Low,"Very High",Low,Better,Outstanding,7,5,2,1,0,0,0,3,"Mid Career","Low Income","New Employee"
43,Male,Married,No,0,Travel_Frequently,Sales,College,"Life Sciences",394,92,16959,19494,12,2,Manager,4,High,Yes,High,"Very High","Very High",Best,Excellent,25,1,3,25,12,4,12,26,"Mid Career","High Income",Veteran
30,Male,Divorced,No,0,Travel_Frequently,"Research & Development",Bachelor,"Life Sciences",1312,96,2613,22310,25,3,"Research Scientist",1,Low,No,Low,High,High,Good,Outstanding,10,1,2,10,7,0,9,23,"Early Career","Low Income",Experienced
33,Male,Married,No,0,Non-Travel,Sales,College,Marketing,750,95,6146,15480,13,1,"Sales Executive",2,High,No,High,Medium,Low,Best,Excellent,8,0,2,7,7,0,7,22,"Early Career","Mid Income",Experienced
56,Female,Married,Yes,1,Travel_Rarely,"Research & Development",Master,"Life Sciences",441,72,4963,4510,18,3,"Research Scientist",1,High,Yes,Medium,Medium,Low,Better,Excellent,7,9,2,5,4,4,3,14,"Senior Employee","Mid Income","Early Tenure"
51,Male,Single,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",684,51,19537,6462,13,0,"Research Director",5,High,No,Low,High,High,Better,Excellent,23,7,5,20,18,15,15,6,"Senior Employee","High Income",Veteran
31,Male,Married,Yes,1,Travel_Rarely,Sales,Master,"Life Sciences",249,76,6172,20739,18,0,"Sales Executive",2,Low,Yes,Medium,High,Medium,Good,Excellent,12,4,3,7,7,7,7,6,"Early Career","Mid Income",Experienced
26,Female,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,Other,841,46,2368,23300,19,0,"Research Scientist",1,Medium,No,High,Medium,High,Good,Excellent,5,1,3,5,4,4,3,6,"Early Career","Low Income","Early Tenure"
58,Female,Married,Yes,1,Travel_Rarely,"Research & Development",Master,Medical,147,94,10312,3465,12,1,"Healthcare Representative",3,High,No,"Very High","Very High","Very High",Good,Excellent,40,1,3,40,10,15,6,23,"Senior Employee","High Income",Veteran
19,Male,Single,Yes,1,Travel_Rarely,Sales,"Below College",Marketing,528,50,1675,26820,19,0,"Sales Representative",1,High,Yes,"Very High",High,"Very High",Good,Excellent,0,1,2,0,0,0,0,22,"Young Adult","Low Income","New Employee"
22,Male,Married,No,0,Travel_Rarely,"Research & Development","Below College","Technical Degree",594,100,2523,19299,14,1,"Laboratory Technician",1,High,No,High,"Very High",High,Better,Excellent,3,0,2,2,1,2,1,2,"Young Adult","Low Income","New Employee"
49,Female,Married,No,0,Travel_Rarely,"Research & Development",Master,Medical,470,96,6567,5549,14,0,"Manufacturing Director",2,High,No,High,Low,High,Good,Excellent,16,1,2,15,11,5,11,20,"Senior Employee","Mid Income",Veteran
43,Female,Single,No,0,Travel_Frequently,"Research & Development",Bachelor,Medical,957,72,4739,16090,12,0,"Research Scientist",1,"Very High",No,Medium,High,"Very High",Better,Excellent,18,4,2,3,2,1,2,28,"Mid Career","Mid Income","Early Tenure"
50,Female,Single,No,0,Travel_Frequently,Sales,Bachelor,Marketing,809,77,9208,6645,11,0,"Sales Executive",3,High,No,High,"Very High","Very High",Better,Excellent,16,4,3,2,2,2,1,12,"Senior Employee","High Income","New Employee"
31,Female,Married,Yes,1,Travel_Rarely,Sales,Bachelor,"Life Sciences",542,71,4559,24788,11,1,"Sales Executive",2,Low,Yes,Medium,High,High,Better,Excellent,4,3,2,2,2,2,2,20,"Early Career","Mid Income","New Employee"
41,Male,Divorced,No,0,Travel_Rarely,Sales,"Below College","Life Sciences",802,96,8189,21196,13,1,"Sales Executive",3,High,Yes,High,High,High,Better,Excellent,12,3,2,9,7,0,7,9,"Mid Career","High Income",Experienced
26,Female,Married,No,0,Travel_Rarely,"Human Resources","Below College","Life Sciences",1355,61,2942,8916,23,1,"Human Resources",1,High,No,High,High,"Very High",Better,Outstanding,8,1,3,8,7,5,7,25,"Early Career","Low Income",Experienced
36,Male,Divorced,No,0,Travel_Rarely,"Research & Development",College,Medical,216,84,4941,2819,20,2,"Manufacturing Director",2,High,No,Medium,Medium,"Very High",Better,Outstanding,7,6,0,3,2,0,1,6,"Mid Career","Mid Income","Early Tenure"
51,Male,Single,Yes,1,Travel_Frequently,"Research & Development",Master,"Life Sciences",1150,53,10650,25150,15,0,"Manufacturing Director",3,Low,No,Low,"Very High","Very High",Better,Excellent,18,2,2,4,2,0,3,8,"Senior Employee","High Income","Early Tenure"
39,Female,Married,No,0,Travel_Rarely,Sales,Master,"Life Sciences",1329,47,5902,14590,14,1,"Sales Executive",2,Medium,No,"Very High",High,High,Best,Excellent,17,4,1,15,11,5,9,4,"Mid Career","Mid Income",Veteran
25,Male,Married,No,0,Travel_Rarely,Sales,Bachelor,"Life Sciences",959,41,8639,24835,18,0,"Sales Executive",2,Medium,No,Low,High,"Very High",Better,Excellent,6,2,3,2,2,2,2,28,"Young Adult","High Income","New Employee"
30,Male,Married,No,0,Travel_Rarely,"Human Resources",Bachelor,"Human Resources",1240,48,6347,13982,19,0,"Human Resources",2,High,Yes,High,"Very High","Very High",Bad,Excellent,12,0,2,11,9,4,7,9,"Early Career","Mid Income",Veteran
32,Female,Single,Yes,1,Travel_Rarely,"Research & Development",Bachelor,Medical,1033,41,4200,10224,22,0,"Laboratory Technician",1,High,No,Low,Low,Low,Best,Outstanding,10,7,2,5,4,0,4,9,"Early Career","Mid Income","Early Tenure"
45,Male,Single,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,1316,83,3452,9752,13,0,"Research Scientist",1,High,No,High,"Very High",Medium,Good,Excellent,9,5,2,6,5,0,3,29,"Mid Career","Mid Income",Experienced
38,Female,Single,No,0,Travel_Rarely,"Research & Development",Doctor,"Technical Degree",364,32,4317,2302,20,0,"Research Scientist",2,High,Yes,"Very High",High,Medium,Better,Outstanding,19,3,2,3,2,2,2,3,"Mid Career","Mid Income","Early Tenure"
30,Female,Single,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",438,75,2632,23910,14,0,"Research Scientist",1,High,No,Low,High,High,Good,Excellent,5,1,4,5,4,0,4,18,"Early Career","Low Income","Early Tenure"
32,Male,Divorced,No,0,Travel_Frequently,Sales,College,Medical,689,35,4668,22812,17,3,"Sales Executive",2,Low,No,"Very High","Very High","Very High",Best,Excellent,9,0,2,8,7,0,7,9,"Early Career","Mid Income",Experienced
30,Female,Divorced,No,0,Travel_Rarely,"Research & Development",Bachelor,"Technical Degree",201,84,3204,10415,14,1,"Research Scientist",1,High,No,"Very High",Low,"Very High",Better,Excellent,8,5,3,3,2,2,2,5,"Early Career","Mid Income","Early Tenure"
30,Male,Single,No,0,Travel_Rarely,"Research & Development","Below College",Medical,1427,35,2720,11162,13,0,"Laboratory Technician",1,Medium,No,Medium,"Very High","Very High",Better,Excellent,6,0,3,5,3,1,2,2,"Early Career","Low Income","Early Tenure"
41,Male,Divorced,No,0,Travel_Frequently,"Research & Development",Bachelor,"Life Sciences",857,91,17181,12888,13,1,Manager,4,Medium,No,"Very High",Low,Medium,Good,Excellent,21,4,2,7,6,7,7,10,"Mid Career","High Income",Experienced
41,Male,Married,No,0,Travel_Rarely,"Research & Development",Master,"Life Sciences",933,94,2238,6961,21,1,"Laboratory Technician",1,High,No,High,Low,"Very High",Better,Outstanding,7,2,2,5,0,1,4,9,"Mid Career","Low Income","Early Tenure"
19,Female,Single,No,0,Travel_Rarely,"Research & Development","Below College",Medical,1181,79,1483,16102,14,0,"Laboratory Technician",1,High,No,Medium,Medium,"Very High",Better,Excellent,1,1,3,1,0,0,0,3,"Young Adult","Low Income","New Employee"
40,Female,Divorced,No,0,Travel_Frequently,"Research & Development",Bachelor,Medical,1395,54,5605,8504,11,1,"Research Scientist",2,High,No,Medium,Medium,Low,Better,Excellent,20,1,2,20,7,2,13,26,"Mid Career","Mid Income",Veteran
35,Male,Married,No,0,Travel_Rarely,Sales,Doctor,Marketing,662,94,7295,11439,13,2,"Sales Executive",3,High,No,High,Medium,Low,Better,Excellent,10,1,3,10,8,0,6,1,"Early Career","High Income",Experienced
53,Male,Married,No,0,Travel_Rarely,Sales,College,Marketing,1436,34,2306,16047,20,1,"Sales Representative",2,High,Yes,Medium,High,"Very High",Bad,Outstanding,13,2,3,7,7,4,5,6,"Senior Employee","Low Income",Experienced
45,Male,Divorced,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",194,60,2348,10901,18,1,"Laboratory Technician",2,High,No,Medium,Medium,High,Bad,Excellent,20,8,2,17,9,0,15,9,"Mid Career","Low Income",Veteran
32,Female,Single,No,0,Travel_Frequently,Sales,Bachelor,Marketing,967,43,8998,15589,14,0,"Sales Executive",3,High,No,Medium,"Very High","Very High",Better,Excellent,9,1,2,9,8,3,7,8,"Early Career","High Income",Experienced
29,Male,Married,No,0,Non-Travel,"Research & Development","Below College","Technical Degree",1496,41,4319,26283,13,1,"Manufacturing Director",2,High,No,"Very High",High,Low,Better,Excellent,10,1,1,10,7,0,9,1,"Early Career","Mid Income",Experienced
51,Male,Married,No,0,Travel_Rarely,"Research & Development",Master,Medical,1169,34,6132,13983,17,0,"Manufacturing Director",2,Medium,No,Medium,High,High,Better,Excellent,10,2,2,1,0,0,0,7,"Senior Employee","Mid Income","New Employee"
58,Female,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,1145,75,3346,11873,20,1,"Research Scientist",1,Medium,Yes,Medium,Medium,Medium,Good,Outstanding,9,4,3,1,0,0,0,9,"Senior Employee","Mid Income","New Employee"
40,Male,Married,No,0,Travel_Rarely,Sales,Master,Marketing,630,67,10855,8552,11,1,"Sales Executive",3,Medium,No,High,"Very High",Low,Good,Excellent,15,7,2,12,11,2,11,4,"Mid Career","High Income",Veteran
34,Female,Married,No,0,Travel_Frequently,Sales,Master,Marketing,303,75,2231,11314,18,1,"Sales Representative",1,High,No,High,High,"Very High",Better,Excellent,6,6,3,4,3,1,2,2,"Early Career","Low Income","Early Tenure"
22,Male,Married,No,0,Travel_Rarely,"Research & Development","Below College",Medical,1256,80,2323,11992,24,2,"Research Scientist",1,High,No,High,"Very High",Low,Better,Outstanding,2,1,6,2,2,2,2,19,"Young Adult","Low Income","New Employee"
27,Male,Divorced,No,0,Non-Travel,"Research & Development",Bachelor,Medical,691,57,2024,5970,18,1,"Research Scientist",1,High,No,"Very High",Medium,"Very High",Bad,Excellent,6,6,1,2,2,2,2,9,"Early Career","Low Income","New Employee"
28,Male,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,440,42,2713,6672,11,1,"Research Scientist",1,High,No,High,"Very High",High,Bad,Excellent,5,1,2,5,2,0,2,21,"Early Career","Low Income","Early Tenure"
57,Male,Divorced,No,0,Travel_Rarely,"Research & Development",College,"Life Sciences",334,83,9439,23402,16,1,"Healthcare Representative",3,"Very High",Yes,High,"Very High",Medium,Bad,Excellent,12,3,2,5,3,1,4,24,"Senior Employee","High Income","Early Tenure"
27,Male,Divorced,No,0,Non-Travel,"Research & Development",Bachelor,Medical,1450,79,2566,25326,15,1,"Research Scientist",1,Medium,Yes,High,High,"Very High",Good,Excellent,1,1,2,1,1,0,1,3,"Early Career","Low Income","New Employee"
50,Female,Single,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",1452,53,19926,17053,15,0,Manager,5,High,No,High,Medium,Medium,Better,Excellent,21,3,5,5,4,4,4,11,"Senior Employee","High Income","Early Tenure"
41,Male,Divorced,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",465,56,2451,4609,12,1,"Research Scientist",1,High,No,Low,High,Low,Better,Excellent,13,4,2,9,8,1,8,14,"Mid Career","Low Income",Experienced
30,Female,Married,No,0,Travel_Rarely,Sales,Bachelor,"Life Sciences",1339,41,9419,8053,12,1,"Sales Executive",3,High,No,Medium,"Very High",High,Better,Excellent,12,2,2,10,9,7,4,5,"Early Career","High Income",Experienced
38,Female,Single,No,0,Travel_Rarely,Sales,Master,"Life Sciences",702,59,8686,12930,22,0,"Sales Executive",2,Medium,No,Low,"Very High",High,Best,Outstanding,12,4,2,8,3,0,7,1,"Mid Career","High Income",Experienced
32,Male,Single,No,0,Travel_Rarely,"Research & Development",Doctor,"Life Sciences",120,43,3038,12430,20,0,"Research Scientist",1,High,No,High,High,Low,Better,Outstanding,8,3,2,5,4,1,4,6,"Early Career","Mid Income","Early Tenure"
27,Male,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,"Technical Degree",1157,51,3058,13364,16,1,"Research Scientist",1,High,Yes,High,Medium,"Very High",Good,Excellent,6,0,3,5,2,1,1,17,"Early Career","Mid Income","Early Tenure"
19,Female,Single,Yes,1,Travel_Frequently,Sales,"Below College","Technical Degree",602,100,2325,20989,21,0,"Sales Representative",1,Low,No,High,Low,Low,Best,Outstanding,1,0,5,0,0,0,0,1,"Young Adult","Low Income","New Employee"
36,Male,Single,No,0,Travel_Frequently,"Research & Development",College,Medical,1480,30,2088,15062,12,0,"Laboratory Technician",1,High,No,"Very High",Medium,High,Good,Excellent,13,4,3,8,7,7,2,3,"Mid Career","Low Income",Experienced
30,Male,Divorced,No,0,Non-Travel,"Research & Development",Bachelor,Medical,111,66,3072,11012,11,2,"Laboratory Technician",2,High,No,High,Low,High,Better,Excellent,12,1,4,12,9,6,10,9,"Early Career","Mid Income",Veteran
45,Female,Divorced,No,0,Travel_Rarely,Sales,College,"Life Sciences",1268,30,5006,6319,11,1,"Sales Executive",2,High,Yes,High,Low,Low,Best,Excellent,9,4,3,5,4,0,3,4,"Mid Career","Mid Income","Early Tenure"
56,Female,Divorced,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",713,67,4257,13939,18,1,"Research Scientist",1,High,Yes,High,Low,High,Better,Excellent,19,4,3,2,2,2,2,8,"Senior Employee","Mid Income","New Employee"
33,Male,Single,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",134,90,2500,10515,14,0,"Research Scientist",1,High,No,High,"Very High",Low,Best,Excellent,4,0,2,3,1,0,2,2,"Early Career","Low Income","Early Tenure"
19,Male,Single,Yes,1,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",303,47,1102,9241,22,0,"Laboratory Technician",1,Medium,No,Medium,"Very High",High,Good,Outstanding,1,1,3,1,0,1,0,2,"Young Adult","Low Income","New Employee"
46,Female,Divorced,No,0,Travel_Rarely,Sales,College,Marketing,526,92,10453,2137,25,3,"Sales Executive",3,High,No,Medium,Low,High,Better,Outstanding,24,1,2,24,13,15,7,1,"Senior Employee","High Income",Veteran
38,Female,Single,No,0,Travel_Rarely,"Research & Development",College,"Life Sciences",1380,75,2288,6319,12,0,"Laboratory Technician",1,High,No,High,"Very High",High,Better,Excellent,2,1,3,2,2,2,1,9,"Mid Career","Low Income","New Employee"
31,Female,Married,No,0,Travel_Rarely,"Research & Development","Below College",Medical,140,95,3929,6984,23,1,"Research Scientist",1,High,Yes,High,"Very High",High,Better,Outstanding,7,8,0,4,2,0,2,12,"Early Career","Mid Income","Early Tenure"
34,Female,Single,No,0,Travel_Rarely,"Research & Development",College,Medical,629,95,2311,5711,15,0,"Research Scientist",1,High,No,"Very High",Medium,"Very High",Better,Excellent,9,2,3,3,2,1,2,27,"Early Career","Low Income","Early Tenure"
41,Female,Single,Yes,1,Travel_Rarely,Sales,College,Marketing,1356,70,3140,21728,22,0,"Sales Representative",1,High,Yes,Medium,Medium,"Very High",Good,Outstanding,4,1,5,4,3,0,2,20,"Mid Career","Mid Income","Early Tenure"
50,Male,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,328,86,3690,3425,15,1,"Laboratory Technician",1,Medium,No,High,High,"Very High",Good,Excellent,5,2,2,3,2,0,2,1,"Senior Employee","Mid Income","Early Tenure"
53,Female,Divorced,No,0,Travel_Rarely,"Research & Development",College,Medical,1084,57,4450,26250,11,2,"Manufacturing Director",2,"Very High",No,"Very High",Low,High,Better,Excellent,5,1,3,4,2,1,3,13,"Senior Employee","Mid Income","Early Tenure"
33,Female,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,931,72,2756,4673,13,1,"Research Scientist",1,High,No,"Very High",Medium,"Very High",Better,Excellent,8,1,5,8,7,1,6,14,"Early Career","Low Income",Experienced
40,Female,Married,No,0,Travel_Rarely,"Research & Development","Below College",Medical,989,46,19033,6499,14,1,Manager,5,High,No,"Very High",High,Medium,Better,Excellent,21,1,2,20,8,9,9,4,"Mid Career","High Income",Veteran
55,Male,Single,No,0,Travel_Rarely,"Research & Development",Master,Medical,692,61,18722,13339,11,0,"Research Director",5,"Very High",No,High,Medium,"Very High",Better,Excellent,36,8,3,24,15,2,15,14,"Senior Employee","High Income",Veteran
34,Male,Married,No,0,Travel_Frequently,"Research & Development","Below College","Life Sciences",1069,45,9547,14074,17,0,"Manufacturing Director",2,Medium,No,"Very High",High,High,Good,Excellent,10,1,2,10,9,1,9,2,"Early Career","High Income",Experienced
51,Female,Single,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,313,98,13734,7192,18,0,"Healthcare Representative",4,High,No,"Very High",Medium,High,Better,Excellent,21,3,6,7,7,1,0,3,"Senior Employee","High Income",Experienced
52,Male,Married,No,0,Travel_Rarely,"Research & Development",Master,"Life Sciences",699,65,19999,5678,14,1,Manager,5,Medium,No,High,High,Low,Better,Excellent,34,0,5,33,18,11,9,1,"Senior Employee","High Income",Veteran
27,Female,Single,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,894,99,2279,11781,16,0,"Research Scientist",1,High,No,"Very High",Medium,"Very High",Good,Excellent,7,1,2,7,7,0,3,9,"Early Career","Low Income",Experienced
35,Male,Married,Yes,1,Travel_Rarely,"Research & Development",College,"Life Sciences",556,50,5916,15497,13,0,"Manufacturing Director",2,Medium,Yes,Medium,High,Low,Better,Excellent,8,3,1,1,0,0,1,23,"Early Career","Mid Income","New Employee"
